source,target,value
"Unintentional firearm injuries","Spinal cord lesion at neck level",932.029
"Unintentional firearm injuries","Open wound",964212.2
"Unintentional firearm injuries","Foreign body in gastrointestinal or urogenital system",212.408
"Unintentional firearm injuries","Foreign body in ear",946.4
"Unintentional firearm injuries","Amputation of both upper limbs",148.771
"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations",1325560
"Unintentional firearm injuries","Dislocation of shoulder",4235.805
"Unintentional firearm injuries","Non-fatal submersion",10.129
"Unintentional firearm injuries","Injury to eyes (including foreign body eye)",681001.9
"Unintentional firearm injuries","Minor traumatic brain injury",7923.748
"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus",48317.04
"Unintentional firearm injuries","Asphyxiation",299.019
"Unintentional firearm injuries","Injured nerves",17621.25
"Unintentional firearm injuries","Fracture of vertebral column",23134.31
"Unintentional firearm injuries","Severe chest Injury",12710.64
"Unintentional firearm injuries","Amputation of toe",4524.996
"Unintentional firearm injuries","Complications of medical treatment",7823.298
"Unintentional firearm injuries","Lower airway burns",37.331
"Unintentional firearm injuries","Amputation of thumb",3942.54
"Unintentional firearm injuries","Fracture of face bone",22840.31
"Unintentional firearm injuries","Dislocation of hip",406.336
"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle",71228.91
"Unintentional firearm injuries","Internal hemorrhage in abdomen or pelvis",62946.7
"Unintentional firearm injuries","Environmental factors (e.g. temperature, pressure, electricity)",75947.2
"Unintentional firearm injuries","Foreign body in respiratory system",593.67
"Unintentional firearm injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",944.4119
"Unintentional firearm injuries","Amputation of one upper limb",145.789
"Unintentional firearm injuries","Amputation of both lower limbs",.847
"Unintentional firearm injuries","Fracture of sternum or rib(s)",2921.408
"Unintentional firearm injuries","Moderate to severe traumatic brain injury",13991.75
"Unintentional firearm injuries","Fracture of neck of femur",18241.73
"Unintentional firearm injuries","Fracture of femur, other than femoral neck",61813.57
"Unintentional firearm injuries","Fracture of skull",11220.93
"Unintentional firearm injuries","Multiple significant injuries",195441.2
"Unintentional firearm injuries","Dislocation of knee",1022.63
"Unintentional firearm injuries","Poisoning",34677.3
"Unintentional firearm injuries","Superficial injury",519590.8
"Unintentional firearm injuries","Fracture of hand bone",81028.78
"Unintentional firearm injuries","Fracture of foot bone",42852.5
"Unintentional firearm injuries","Amputation of finger (excluding thumb)",13172.14
"Unintentional firearm injuries","Spinal cord lesion below neck level",2426.739
"Unintentional firearm injuries","Fracture of radius or ulna",40881.77
"Unintentional firearm injuries","Contusion",274553.9
"Unintentional firearm injuries","Burns with <20% total burned surface area",23806.35
"Unintentional firearm injuries","Fracture of pelvis",11959.12
"Unintentional firearm injuries","Crush injury",1036.42
"Unintentional firearm injuries","Amputation of one lower limb",319.487
"Other exposure to mechanical forces","Spinal cord lesion below neck level",279948.8
"Other exposure to mechanical forces","Dislocation of knee",4553.521
"Other exposure to mechanical forces","Amputation of one lower limb",11582.21
"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)",8886.703
"Other exposure to mechanical forces","Foreign body in respiratory system",3445.834
"Other exposure to mechanical forces","Severe chest Injury",54360.47
"Other exposure to mechanical forces","Fracture of neck of femur",165890.2
"Other exposure to mechanical forces","Open wound",3.10e+07
"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis",740581.8
"Other exposure to mechanical forces","Fracture of pelvis",80024.07
"Other exposure to mechanical forces","Dislocation of hip",8100.449
"Other exposure to mechanical forces","Amputation of toe",14399.04
"Other exposure to mechanical forces","Poisoning",70193.9
"Other exposure to mechanical forces","Fracture of radius or ulna",588861.1
"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",15909.12
"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle",569058.4
"Other exposure to mechanical forces","Amputation of thumb",402868.3
"Other exposure to mechanical forces","Moderate to severe traumatic brain injury",212504.1
"Other exposure to mechanical forces","Fracture of femur, other than femoral neck",875507.5
"Other exposure to mechanical forces","Crush injury",176692
"Other exposure to mechanical forces","Complications of medical treatment",73288.74
"Other exposure to mechanical forces","Fracture of skull",168403.7
"Other exposure to mechanical forces","Asphyxiation",171.731
"Other exposure to mechanical forces","Lower airway burns",224.091
"Other exposure to mechanical forces","Amputation of one upper limb",3699.619
"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations",7.54e+07
"Other exposure to mechanical forces","Burns with <20% total burned surface area",136883.4
"Other exposure to mechanical forces","Injured nerves",54455.69
"Other exposure to mechanical forces","Fracture of vertebral column",377449.2
"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus",977550.8
"Other exposure to mechanical forces","Fracture of face bone",280060.6
"Other exposure to mechanical forces","Contusion",2.14e+07
"Other exposure to mechanical forces","Spinal cord lesion at neck level",1348.417
"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)",7405790
"Other exposure to mechanical forces","Foreign body in ear",3474.471
"Other exposure to mechanical forces","Amputation of finger (excluding thumb)",591711.6
"Other exposure to mechanical forces","Minor traumatic brain injury",294846.6
"Other exposure to mechanical forces","Multiple significant injuries",1206944
"Other exposure to mechanical forces","Fracture of foot bone",1462732
"Other exposure to mechanical forces","Fracture of hand bone",2816702
"Other exposure to mechanical forces","Amputation of both upper limbs",14585.49
"Other exposure to mechanical forces","Dislocation of shoulder",38785.89
"Other exposure to mechanical forces","Amputation of both lower limbs",89.83099
"Other exposure to mechanical forces","Fracture of sternum or rib(s)",139960.6
"Other exposure to mechanical forces","Non-fatal submersion",1959.146
"Other exposure to mechanical forces","Superficial injury",2.14e+07
"Other exposure to mechanical forces","Foreign body in gastrointestinal or urogenital system",3311.56
"Unintentional suffocation","Poisoning",56245.45
"Unintentional suffocation","Dislocation of shoulder",14692.86
"Unintentional suffocation","Fracture of face bone",13897.23
"Unintentional suffocation","Contusion",390772.8
"Unintentional suffocation","Foreign body in gastrointestinal or urogenital system",5774.937
"Unintentional suffocation","Internal hemorrhage in abdomen or pelvis",23197.41
"Unintentional suffocation","Moderate to severe traumatic brain injury",21872.66
"Unintentional suffocation","Amputation of both upper limbs",2.709
"Unintentional suffocation","Fracture of hand bone",107424.4
"Unintentional suffocation","Asphyxiation",175912.3
"Unintentional suffocation","Foreign body in ear",10.031
"Unintentional suffocation","Fracture of femur, other than femoral neck",46583.13
"Unintentional suffocation","Dislocation of knee",2.142
"Unintentional suffocation","Amputation of finger (excluding thumb)",15277.67
"Unintentional suffocation","Burns with <20% total burned surface area",1048.74
"Unintentional suffocation","Superficial injury",1254061
"Unintentional suffocation","Lower airway burns",.0903
"Unintentional suffocation","Amputation of thumb",23920.65
"Unintentional suffocation","Foreign body in respiratory system",140034.1
"Unintentional suffocation","Fracture of foot bone",34799.86
"Unintentional suffocation","Minor traumatic brain injury",23920.88
"Unintentional suffocation","Fracture of vertebral column",64673.63
"Unintentional suffocation","Multiple significant injuries",90324.43
"Unintentional suffocation","Fracture of radius or ulna",60379.88
"Unintentional suffocation","Amputation of both lower limbs",.847
"Unintentional suffocation","Non-fatal submersion",2867.305
"Unintentional suffocation","Severe chest Injury",13589.48
"Unintentional suffocation","Amputation of one lower limb",324.562
"Unintentional suffocation","Environmental factors (e.g. temperature, pressure, electricity)",9745.945
"Unintentional suffocation","Spinal cord lesion below neck level",3883.824
"Unintentional suffocation","Fracture of neck of femur",46188.44
"Unintentional suffocation","Dislocation of hip",3802.645
"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations",1313841
"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle",134670.8
"Unintentional suffocation","Crush injury",2119.95
"Unintentional suffocation","Fracture of clavicle, scapula, or humerus",126695.9
"Unintentional suffocation","Complications of medical treatment",1022.357
"Unintentional suffocation","Fracture of sternum or rib(s)",6057.401
"Unintentional suffocation","Fracture of skull",33112.95
"Unintentional suffocation","Injury to eyes (including foreign body eye)",168902.4
"Unintentional suffocation","Injured nerves",405.608
"Unintentional suffocation","Spinal cord lesion at neck level",680.652
"Unintentional suffocation","Fracture of pelvis",6645.563
"Unintentional suffocation","Open wound",1404320
"Adverse effects of medical treatment","Complications of medical treatment",3.96e+07
"Other unintentional injuries","Amputation of finger (excluding thumb)",261622.9
"Other unintentional injuries","Foreign body in ear",17556.88
"Other unintentional injuries","Asphyxiation",16415.09
"Other unintentional injuries","Fracture of radius or ulna",2150516
"Other unintentional injuries","Severe chest Injury",209551.9
"Other unintentional injuries","Foreign body in respiratory system",93085.16
"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle",2853498
"Other unintentional injuries","Fracture of pelvis",481762.6
"Other unintentional injuries","Amputation of both upper limbs",2837.66
"Other unintentional injuries","Lower airway burns",856.737
"Other unintentional injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",36698.23
"Other unintentional injuries","Dislocation of shoulder",2068601
"Other unintentional injuries","Fracture of face bone",865297.9
"Other unintentional injuries","Fracture of foot bone",1761860
"Other unintentional injuries","Amputation of one lower limb",17109.4
"Other unintentional injuries","Injury to eyes (including foreign body eye)",1.04e+07
"Other unintentional injuries","Non-fatal submersion",30010.6
"Other unintentional injuries","Fracture of neck of femur",1117063
"Other unintentional injuries","Fracture of skull",328409.3
"Other unintentional injuries","Dislocation of knee",31578.46
"Other unintentional injuries","Fracture of clavicle, scapula, or humerus",5930076
"Other unintentional injuries","Injured nerves",388496.8
"Other unintentional injuries","Complications of medical treatment",1842772
"Other unintentional injuries","Fracture of femur, other than femoral neck",3948072
"Other unintentional injuries","Burns with <20% total burned surface area",891771.3
"Other unintentional injuries","Amputation of one upper limb",2128.063
"Other unintentional injuries","Contusion",1.25e+07
"Other unintentional injuries","Spinal cord lesion at neck level",1690.682
"Other unintentional injuries","Poisoning",8995966
"Other unintentional injuries","Spinal cord lesion below neck level",35250.95
"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations",7.20e+07
"Other unintentional injuries","Fracture of sternum or rib(s)",505892.5
"Other unintentional injuries","Environmental factors (e.g. temperature, pressure, electricity)",3440964
"Other unintentional injuries","Amputation of toe",3255.168
"Other unintentional injuries","Open wound",3.28e+07
"Other unintentional injuries","Multiple significant injuries",4771106
"Other unintentional injuries","Fracture of vertebral column",5222954
"Other unintentional injuries","Amputation of both lower limbs",90.412
"Other unintentional injuries","Moderate to severe traumatic brain injury",245093.4
"Other unintentional injuries","Dislocation of hip",174059.9
"Other unintentional injuries","Crush injury",42062.21
"Other unintentional injuries","Fracture of hand bone",2169437
"Other unintentional injuries","Amputation of thumb",148667.1
"Other unintentional injuries","Superficial injury",1.96e+07
"Other unintentional injuries","Foreign body in gastrointestinal or urogenital system",39982.23
"Other unintentional injuries","Internal hemorrhage in abdomen or pelvis",1949629
"Other unintentional injuries","Minor traumatic brain injury",759683.4
"Poisonings","Dislocation of shoulder",5154.807
"Poisonings","Crush injury",433.377
"Poisonings","Non-fatal submersion",2295.755
"Poisonings","Amputation of thumb",1290.821
"Poisonings","Amputation of one upper limb",147.742
"Poisonings","Poisoning",9899722
"Poisonings","Fracture of radius or ulna",15021.69
"Poisonings","Moderate to severe traumatic brain injury",6762.49
"Poisonings","Spinal cord lesion below neck level",6533.1
"Poisonings","Fracture of clavicle, scapula, or humerus",9381.568
"Poisonings","Dislocation of knee",2839.088
"Poisonings","Foreign body in gastrointestinal or urogenital system",8422.505
"Poisonings","Injured nerves",1214.815
"Poisonings","Fracture of pelvis",3134.117
"Poisonings","Fracture of femur, other than femoral neck",4136.874
"Poisonings","Foreign body in respiratory system",4047.379
"Poisonings","Environmental factors (e.g. temperature, pressure, electricity)",6791.372
"Poisonings","Fracture of face bone",3091.081
"Poisonings","Superficial injury",11551.72
"Poisonings","Burns with <20% total burned surface area",54908.86
"Poisonings","Dislocation of hip",286.461
"Poisonings","Amputation of finger (excluding thumb)",440.727
"Poisonings","Fracture of neck of femur",3424.4
"Poisonings","Multiple significant injuries",6165.103
"Poisonings","Internal hemorrhage in abdomen or pelvis",25481.12
"Poisonings","Severe chest Injury",1703.128
"Poisonings","Spinal cord lesion at neck level",1654.261
"Poisonings","Fracture of vertebral column",1851.528
"Poisonings","Fracture of patella, tibia, fibula, or ankle",18225.04
"Poisonings","Fracture of hand bone",2161.271
"Poisonings","Other injuries of muscle & tendon and other dislocations",15088.14
"Poisonings","Complications of medical treatment",19056.34
"Poisonings","Lower airway burns",947.198
"Poisonings","Fracture of skull",1178.723
"Poisonings","Fracture of foot bone",2808.435
"Poisonings","Open wound",31251.82
"Poisonings","Injury to eyes (including foreign body eye)",5220.32
"Poisonings","Amputation of both upper limbs",63.441
"Poisonings","Fracture of sternum or rib(s)",502.117
"Poisonings","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",1921.626
"Poisonings","Asphyxiation",2664.06
"Poisonings","Amputation of one lower limb",542.507
"Poisonings","Amputation of toe",50.323
"Poisonings","Minor traumatic brain injury",3541.3
"Poisonings","Contusion",12990.52
"Poisonings","Foreign body in ear",1145.872
"Self-harm","Fracture of femur, other than femoral neck",4448.276
"Self-harm","Open wound",141270.2
"Self-harm","Fracture of face bone",1740.844
"Self-harm","Fracture of sternum or rib(s)",351.148
"Self-harm","Moderate to severe traumatic brain injury",10040.58
"Self-harm","Amputation of both upper limbs",4443.698
"Self-harm","Foreign body in gastrointestinal or urogenital system",8573.999
"Self-harm","Multiple significant injuries",19722.23
"Self-harm","Amputation of one lower limb",3818.528
"Self-harm","Superficial injury",21961.09
"Self-harm","Contusion",18342.96
"Self-harm","Burns with <20% total burned surface area",16973.62
"Self-harm","Environmental factors (e.g. temperature, pressure, electricity)",1666.049
"Self-harm","Poisoning",1735551
"Self-harm","Foreign body in ear",1606.696
"Self-harm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",7484.463
"Self-harm","Severe chest Injury",4796.421
"Self-harm","Fracture of pelvis",2404.472
"Self-harm","Amputation of thumb",930.636
"Self-harm","Dislocation of hip",365.33
"Self-harm","Fracture of patella, tibia, fibula, or ankle",12680.69
"Self-harm","Asphyxiation",4753.966
"Self-harm","Internal hemorrhage in abdomen or pelvis",10506.04
"Self-harm","Fracture of vertebral column",5381.173
"Self-harm","Non-fatal submersion",4859.666
"Self-harm","Complications of medical treatment",25494.1
"Self-harm","Fracture of hand bone",6234.424
"Self-harm","Dislocation of shoulder",900.851
"Self-harm","Spinal cord lesion below neck level",5182.919
"Self-harm","Fracture of skull",778.785
"Self-harm","Minor traumatic brain injury",2348.661
"Self-harm","Amputation of finger (excluding thumb)",3882.893
"Self-harm","Other injuries of muscle & tendon and other dislocations",178409.6
"Self-harm","Fracture of neck of femur",9118.676
"Self-harm","Foreign body in respiratory system",2303.322
"Self-harm","Amputation of toe",255.297
"Self-harm","Injury to eyes (including foreign body eye)",3428.607
"Self-harm","Fracture of clavicle, scapula, or humerus",3889.788
"Self-harm","Fracture of radius or ulna",12481.13
"Self-harm","Dislocation of knee",345.072
"Self-harm","Fracture of foot bone",2648.492
"Self-harm","Crush injury",1252.454
"Self-harm","Amputation of one upper limb",1016.652
"Self-harm","Injured nerves",3060.064
"Self-harm","Spinal cord lesion at neck level",269.08
"Self-harm","Lower airway burns",95.928
"Self-harm","Amputation of both lower limbs",25.095
"Other transport injuries","Fracture of foot bone",178271.9
"Other transport injuries","Contusion",2046155
"Other transport injuries","Fracture of radius or ulna",766159.8
"Other transport injuries","Fracture of patella, tibia, fibula, or ankle",973796.6
"Other transport injuries","Spinal cord lesion at neck level",234.101
"Other transport injuries","Fracture of sternum or rib(s)",171213
"Other transport injuries","Fracture of vertebral column",266355.5
"Other transport injuries","Injured nerves",108732
"Other transport injuries","Dislocation of shoulder",130755.4
"Other transport injuries","Fracture of clavicle, scapula, or humerus",529879.8
"Other transport injuries","Complications of medical treatment",167756.5
"Other transport injuries","Fracture of hand bone",405380.4
"Other transport injuries","Open wound",1574841
"Other transport injuries","Fracture of pelvis",257905.3
"Other transport injuries","Burns with <20% total burned surface area",271810
"Other transport injuries","Moderate to severe traumatic brain injury",122664.4
"Other transport injuries","Crush injury",8258.942
"Other transport injuries","Foreign body in gastrointestinal or urogenital system",166690.8
"Other transport injuries","Poisoning",383091.1
"Other transport injuries","Fracture of skull",485792.8
"Other transport injuries","Asphyxiation",3605.924
"Other transport injuries","Multiple significant injuries",57275.61
"Other transport injuries","Lower airway burns",781.907
"Other transport injuries","Fracture of neck of femur",1665728
"Other transport injuries","Fracture of face bone",225157.3
"Other transport injuries","Other injuries of muscle & tendon and other dislocations",1731328
"Other transport injuries","Amputation of thumb",5674.606
"Other transport injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",1441.993
"Other transport injuries","Amputation of toe",8165.71
"Other transport injuries","Amputation of both lower limbs",7732.242
"Other transport injuries","Environmental factors (e.g. temperature, pressure, electricity)",24078.11
"Other transport injuries","Fracture of femur, other than femoral neck",324575.8
"Other transport injuries","Dislocation of hip",18636.62
"Other transport injuries","Amputation of one upper limb",8271.34
"Other transport injuries","Injury to eyes (including foreign body eye)",221611.5
"Other transport injuries","Amputation of both upper limbs",3626.14
"Other transport injuries","Amputation of finger (excluding thumb)",27538.97
"Other transport injuries","Internal hemorrhage in abdomen or pelvis",104482.1
"Other transport injuries","Superficial injury",534172.9
"Other transport injuries","Foreign body in ear",25800.33
"Other transport injuries","Dislocation of knee",136928.3
"Other transport injuries","Minor traumatic brain injury",196463.4
"Other transport injuries","Foreign body in respiratory system",243183.2
"Other transport injuries","Severe chest Injury",66823.37
"Other transport injuries","Spinal cord lesion below neck level",535.031
"Other transport injuries","Amputation of one lower limb",21613.61
"Other transport injuries","Non-fatal submersion",9650.2
"Motorcyclist road injuries","Multiple significant injuries",2220029
"Motorcyclist road injuries","Fracture of neck of femur",99319.01
"Motorcyclist road injuries","Fracture of vertebral column",96191.62
"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations",1477753
"Motorcyclist road injuries","Superficial injury",1796238
"Motorcyclist road injuries","Open wound",8377110
"Motorcyclist road injuries","Injury to eyes (including foreign body eye)",101413.3
"Motorcyclist road injuries","Dislocation of hip",22903.05
"Motorcyclist road injuries","Amputation of finger (excluding thumb)",13777.93
"Motorcyclist road injuries","Fracture of face bone",363641.6
"Motorcyclist road injuries","Spinal cord lesion at neck level",3913.224
"Motorcyclist road injuries","Fracture of foot bone",254907.6
"Motorcyclist road injuries","Amputation of both lower limbs",138.789
"Motorcyclist road injuries","Fracture of pelvis",127069.8
"Motorcyclist road injuries","Lower airway burns",126.903
"Motorcyclist road injuries","Injured nerves",18872.3
"Motorcyclist road injuries","Foreign body in ear",1470.168
"Motorcyclist road injuries","Amputation of one upper limb",1263.262
"Motorcyclist road injuries","Moderate to severe traumatic brain injury",967838.9
"Motorcyclist road injuries","Amputation of one lower limb",21954.29
"Motorcyclist road injuries","Amputation of thumb",5339.593
"Motorcyclist road injuries","Contusion",635585.6
"Motorcyclist road injuries","Complications of medical treatment",36255.93
"Motorcyclist road injuries","Minor traumatic brain injury",279144.1
"Motorcyclist road injuries","Amputation of toe",9604.714
"Motorcyclist road injuries","Spinal cord lesion below neck level",39985.82
"Motorcyclist road injuries","Fracture of hand bone",259570.7
"Motorcyclist road injuries","Internal hemorrhage in abdomen or pelvis",130951.2
"Motorcyclist road injuries","Poisoning",28310.08
"Motorcyclist road injuries","Fracture of femur, other than femoral neck",843199
"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus",840099.4
"Motorcyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)",4820.27
"Motorcyclist road injuries","Non-fatal submersion",950.7959
"Motorcyclist road injuries","Foreign body in respiratory system",1479.296
"Motorcyclist road injuries","Fracture of radius or ulna",660668.6
"Motorcyclist road injuries","Amputation of both upper limbs",1146.894
"Motorcyclist road injuries","Burns with <20% total burned surface area",164350.9
"Motorcyclist road injuries","Foreign body in gastrointestinal or urogenital system",2222.542
"Motorcyclist road injuries","Dislocation of knee",16680.58
"Motorcyclist road injuries","Fracture of skull",200079
"Motorcyclist road injuries","Severe chest Injury",50583.36
"Motorcyclist road injuries","Asphyxiation",745.794
"Motorcyclist road injuries","Crush injury",37864.43
"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle",792186.4
"Motorcyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",15592.16
"Motorcyclist road injuries","Fracture of sternum or rib(s)",20853.42
"Motorcyclist road injuries","Dislocation of shoulder",98063.49
"Motor vehicle road injuries","Spinal cord lesion at neck level",40084.77
"Motor vehicle road injuries","Poisoning",116926.6
"Motor vehicle road injuries","Superficial injury",2.71e+07
"Motor vehicle road injuries","Amputation of one upper limb",9382.729
"Motor vehicle road injuries","Amputation of toe",3982.993
"Motor vehicle road injuries","Injury to eyes (including foreign body eye)",1157053
"Motor vehicle road injuries","Multiple significant injuries",3.01e+07
"Motor vehicle road injuries","Amputation of both upper limbs",3479.875
"Motor vehicle road injuries","Fracture of vertebral column",1455579
"Motor vehicle road injuries","Amputation of thumb",13731.94
"Motor vehicle road injuries","Fracture of hand bone",867677.3
"Motor vehicle road injuries","Asphyxiation",666.533
"Motor vehicle road injuries","Burns with <20% total burned surface area",174830.9
"Motor vehicle road injuries","Amputation of one lower limb",16306.51
"Motor vehicle road injuries","Dislocation of hip",133099.4
"Motor vehicle road injuries","Fracture of face bone",405456
"Motor vehicle road injuries","Moderate to severe traumatic brain injury",3449632
"Motor vehicle road injuries","Foreign body in respiratory system",14004.53
"Motor vehicle road injuries","Crush injury",159653.9
"Motor vehicle road injuries","Internal hemorrhage in abdomen or pelvis",490276.2
"Motor vehicle road injuries","Foreign body in gastrointestinal or urogenital system",7769.041
"Motor vehicle road injuries","Fracture of neck of femur",1487543
"Motor vehicle road injuries","Fracture of skull",870539.6
"Motor vehicle road injuries","Dislocation of knee",19390.49
"Motor vehicle road injuries","Amputation of both lower limbs",349.209
"Motor vehicle road injuries","Injured nerves",103918.8
"Motor vehicle road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",5328.176
"Motor vehicle road injuries","Spinal cord lesion below neck level",271380.8
"Motor vehicle road injuries","Fracture of pelvis",1091931
"Motor vehicle road injuries","Amputation of finger (excluding thumb)",54715.8
"Motor vehicle road injuries","Fracture of radius or ulna",1660234
"Motor vehicle road injuries","Complications of medical treatment",119872.1
"Motor vehicle road injuries","Minor traumatic brain injury",1466877
"Motor vehicle road injuries","Fracture of femur, other than femoral neck",2906381
"Motor vehicle road injuries","Environmental factors (e.g. temperature, pressure, electricity)",15052.34
"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus",2664589
"Motor vehicle road injuries","Non-fatal submersion",7171.507
"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations",1.84e+07
"Motor vehicle road injuries","Fracture of foot bone",839773.3
"Motor vehicle road injuries","Severe chest Injury",404401.5
"Motor vehicle road injuries","Contusion",1.49e+07
"Motor vehicle road injuries","Lower airway burns",226.66
"Motor vehicle road injuries","Fracture of sternum or rib(s)",750605.1
"Motor vehicle road injuries","Dislocation of shoulder",61473.2
"Motor vehicle road injuries","Foreign body in ear",15801.01
"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle",5971479
"Motor vehicle road injuries","Open wound",3.46e+07
"Other road injuries","Injured nerves",2033.101
"Other road injuries","Severe chest Injury",14140.08
"Other road injuries","Contusion",208251.5
"Other road injuries","Poisoning",5595.1
"Other road injuries","Amputation of finger (excluding thumb)",2299.283
"Other road injuries","Fracture of neck of femur",74336.01
"Other road injuries","Injury to eyes (including foreign body eye)",4625.81
"Other road injuries","Multiple significant injuries",339851.9
"Other road injuries","Fracture of sternum or rib(s)",20028.51
"Other road injuries","Fracture of face bone",11735.26
"Other road injuries","Other injuries of muscle & tendon and other dislocations",248038.8
"Other road injuries","Amputation of both lower limbs",60.508
"Other road injuries","Amputation of one lower limb",1640.793
"Other road injuries","Fracture of femur, other than femoral neck",76592.73
"Other road injuries","Spinal cord lesion at neck level",5808.187
"Other road injuries","Minor traumatic brain injury",93607.64
"Other road injuries","Foreign body in ear",36.26
"Other road injuries","Fracture of radius or ulna",186761.5
"Other road injuries","Complications of medical treatment",16044.5
"Other road injuries","Amputation of one upper limb",163.142
"Other road injuries","Amputation of toe",250.726
"Other road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",1224.839
"Other road injuries","Superficial injury",313562.1
"Other road injuries","Burns with <20% total burned surface area",3173.982
"Other road injuries","Dislocation of hip",2502.402
"Other road injuries","Open wound",251659.5
"Other road injuries","Spinal cord lesion below neck level",16487.9
"Other road injuries","Dislocation of shoulder",6086.675
"Other road injuries","Non-fatal submersion",225.253
"Other road injuries","Fracture of foot bone",20272.66
"Other road injuries","Fracture of clavicle, scapula, or humerus",270243.6
"Other road injuries","Crush injury",6362.104
"Other road injuries","Fracture of hand bone",36025.57
"Other road injuries","Internal hemorrhage in abdomen or pelvis",18589.13
"Other road injuries","Environmental factors (e.g. temperature, pressure, electricity)",226.338
"Other road injuries","Fracture of pelvis",29278.15
"Other road injuries","Amputation of both upper limbs",109.473
"Other road injuries","Fracture of patella, tibia, fibula, or ankle",164182.3
"Other road injuries","Fracture of skull",13940.45
"Other road injuries","Amputation of thumb",3143.469
"Other road injuries","Dislocation of knee",1591.38
"Other road injuries","Asphyxiation",401.632
"Other road injuries","Moderate to severe traumatic brain injury",190959.9
"Other road injuries","Lower airway burns",.3591
"Other road injuries","Fracture of vertebral column",47753.52
"Other road injuries","Foreign body in gastrointestinal or urogenital system",1649.725
"Other road injuries","Foreign body in respiratory system",304.479
"Cyclist road injuries","Fracture of radius or ulna",2076442
"Cyclist road injuries","Poisoning",30195.55
"Cyclist road injuries","Amputation of toe",12711.09
"Cyclist road injuries","Moderate to severe traumatic brain injury",1074537
"Cyclist road injuries","Fracture of sternum or rib(s)",204895.8
"Cyclist road injuries","Dislocation of shoulder",132607.9
"Cyclist road injuries","Asphyxiation",401.632
"Cyclist road injuries","Superficial injury",1791017
"Cyclist road injuries","Fracture of vertebral column",1145278
"Cyclist road injuries","Dislocation of knee",12429.74
"Cyclist road injuries","Dislocation of hip",13790.95
"Cyclist road injuries","Amputation of thumb",2476.642
"Cyclist road injuries","Complications of medical treatment",26046.09
"Cyclist road injuries","Fracture of femur, other than femoral neck",385041.4
"Cyclist road injuries","Fracture of clavicle, scapula, or humerus",1730637
"Cyclist road injuries","Amputation of both lower limbs",24.36
"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",27605.14
"Cyclist road injuries","Lower airway burns",155.393
"Cyclist road injuries","Non-fatal submersion",298.515
"Cyclist road injuries","Amputation of one lower limb",7345.107
"Cyclist road injuries","Severe chest Injury",59776.8
"Cyclist road injuries","Burns with <20% total burned surface area",23134.78
"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle",1925768
"Cyclist road injuries","Amputation of finger (excluding thumb)",9943.472
"Cyclist road injuries","Fracture of face bone",375139.7
"Cyclist road injuries","Foreign body in respiratory system",1154.426
"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis",63399.34
"Cyclist road injuries","Minor traumatic brain injury",1028662
"Cyclist road injuries","Fracture of neck of femur",492349
"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)",842.751
"Cyclist road injuries","Injury to eyes (including foreign body eye)",202726
"Cyclist road injuries","Amputation of one upper limb",297.108
"Cyclist road injuries","Crush injury",62311.13
"Cyclist road injuries","Open wound",1.27e+07
"Cyclist road injuries","Fracture of foot bone",398828.2
"Cyclist road injuries","Injured nerves",14293.64
"Cyclist road injuries","Foreign body in ear",36.26
"Cyclist road injuries","Foreign body in gastrointestinal or urogenital system",2731.477
"Cyclist road injuries","Fracture of skull",155952
