value,source,target
106.5605,"Other transport injuries","Moderate to severe traumatic brain injury"
39.01299,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury"
11.88468,"Assault by sharp object","Moderate to severe traumatic brain injury"
1221.116,"Falls","Moderate to severe traumatic brain injury"
374.3962,"Exposure to mechanical forces","Moderate to severe traumatic brain injury"
25.17251,"Drowning","Moderate to severe traumatic brain injury"
1.012379,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury"
60.30238,"Non-venomous animal contact","Moderate to severe traumatic brain injury"
1.96364,"Poisonings","Moderate to severe traumatic brain injury"
.4878258,"Non-venomous animal contact","Amputation of finger (excluding thumb)"
.1399316,"Cyclist road injuries","Amputation of finger (excluding thumb)"
10.00016,"Other unintentional injuries","Amputation of finger (excluding thumb)"
.1954742,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)"
.7886127,"Unintentional firearm injuries","Amputation of finger (excluding thumb)"
.1299154,"Motorcyclist road injuries","Amputation of finger (excluding thumb)"
.0820204,"Assault by other means","Amputation of finger (excluding thumb)"
.1112611,"Pedestrian road injuries by road vehicle","Amputation of finger (excluding thumb)"
.4621945,"Assault by sharp object","Amputation of finger (excluding thumb)"
.086623,"Assault by firearm","Amputation of finger (excluding thumb)"
.3610942,"Foreign body in other body part","Amputation of finger (excluding thumb)"
.0476388,"Drowning","Amputation of finger (excluding thumb)"
.3838604,"Unintentional suffocation","Amputation of finger (excluding thumb)"
.5970001,"Motor vehicle road injuries","Amputation of finger (excluding thumb)"
.0001963,"Other road injuries","Amputation of finger (excluding thumb)"
.3237759,"Falls","Amputation of finger (excluding thumb)"
93.14348,"Exposure to mechanical forces","Amputation of finger (excluding thumb)"
3.36566,"Other transport injuries","Amputation of finger (excluding thumb)"
.4878258,"Animal contact","Amputation of finger (excluding thumb)"
.9783044,"Road injuries","Amputation of finger (excluding thumb)"
91.97101,"Other exposure to mechanical forces","Amputation of finger (excluding thumb)"
.630838,"Interpersonal violence","Amputation of finger (excluding thumb)"
.0921996,"Self-harm","Amputation of finger (excluding thumb)"
32.8663,"Other exposure to mechanical forces","Spinal cord lesion at neck level"
.4848525,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion at neck level"
2.747051,"Non-venomous animal contact","Spinal cord lesion at neck level"
6.516947,"Unintentional firearm injuries","Spinal cord lesion at neck level"
.1194619,"Foreign body in eyes","Spinal cord lesion at neck level"
.9538088,"Assault by sharp object","Spinal cord lesion at neck level"
70.81448,"Road injuries","Spinal cord lesion at neck level"
6.702021,"Cyclist road injuries","Spinal cord lesion at neck level"
.8128091,"Self-harm","Spinal cord lesion at neck level"
2.985377,"Other unintentional injuries","Spinal cord lesion at neck level"
11.15473,"Pedestrian road injuries by road vehicle","Spinal cord lesion at neck level"
16.41206,"Motorcyclist road injuries","Spinal cord lesion at neck level"
5.208354,"Interpersonal violence","Spinal cord lesion at neck level"
48.1846,"Falls","Spinal cord lesion at neck level"
1.297687,"Fire, heat, and hot substances","Spinal cord lesion at neck level"
1.817547,"Assault by firearm","Spinal cord lesion at neck level"
35.08574,"Motor vehicle road injuries","Spinal cord lesion at neck level"
2.437,"Assault by other means","Spinal cord lesion at neck level"
43.99698,"Exposure to mechanical forces","Spinal cord lesion at neck level"
.6302543,"Venomous animal contact","Spinal cord lesion at neck level"
2.575252,"Other transport injuries","Spinal cord lesion at neck level"
.732351,"Poisonings","Spinal cord lesion at neck level"
7.2885,"Drowning","Spinal cord lesion at neck level"
3.377305,"Animal contact","Spinal cord lesion at neck level"
4.613728,"Unintentional suffocation","Spinal cord lesion at neck level"
.2199963,"Foreign body in other body part","Spinal cord lesion at neck level"
1.459943,"Other road injuries","Spinal cord lesion at neck level"
54.03383,"Cyclist road injuries","Spinal cord lesion below neck level"
375.1663,"Interpersonal violence","Spinal cord lesion below neck level"
456.9887,"Motor vehicle road injuries","Spinal cord lesion below neck level"
107.9077,"Other unintentional injuries","Spinal cord lesion below neck level"
1.226598,"Foreign body in eyes","Spinal cord lesion below neck level"
511.3667,"Animal contact","Spinal cord lesion below neck level"
1027.835,"Road injuries","Spinal cord lesion below neck level"
30.57878,"Other road injuries","Spinal cord lesion below neck level"
7144.074,"Exposure to mechanical forces","Spinal cord lesion below neck level"
1.305577,"Foreign body in other body part","Spinal cord lesion below neck level"
16.59353,"Self-harm","Spinal cord lesion below neck level"
22.22824,"Drowning","Spinal cord lesion below neck level"
506.8333,"Non-venomous animal contact","Spinal cord lesion below neck level"
4.533325,"Venomous animal contact","Spinal cord lesion below neck level"
9.690258,"Assault by firearm","Spinal cord lesion below neck level"
320.9868,"Motorcyclist road injuries","Spinal cord lesion below neck level"
295.0528,"Assault by other means","Spinal cord lesion below neck level"
2617.274,"Falls","Spinal cord lesion below neck level"
165.247,"Pedestrian road injuries by road vehicle","Spinal cord lesion below neck level"
15.85012,"Other transport injuries","Spinal cord lesion below neck level"
.936381,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion below neck level"
7.817342,"Poisonings","Spinal cord lesion below neck level"
10.53783,"Unintentional suffocation","Spinal cord lesion below neck level"
70.42323,"Assault by sharp object","Spinal cord lesion below neck level"
997.1937,"Fire, heat, and hot substances","Spinal cord lesion below neck level"
7110.708,"Other exposure to mechanical forces","Spinal cord lesion below neck level"
22.82719,"Unintentional firearm injuries","Spinal cord lesion below neck level"
.041701,"Assault by sharp object","Non-fatal submersion"
.2952329,"Motor vehicle road injuries","Non-fatal submersion"
.2300595,"Assault by other means","Non-fatal submersion"
1.201802,"Other transport injuries","Non-fatal submersion"
.1079409,"Other exposure to mechanical forces","Non-fatal submersion"
.0048887,"Assault by firearm","Non-fatal submersion"
.4827918,"Pulmonary aspiration and foreign body in airway","Non-fatal submersion"
.3885293,"Other unintentional injuries","Non-fatal submersion"
.1574824,"Self-harm","Non-fatal submersion"
.6124483,"Road injuries","Non-fatal submersion"
3.618008,"Falls","Non-fatal submersion"
143.0401,"Drowning","Non-fatal submersion"
.0226704,"Motorcyclist road injuries","Non-fatal submersion"
.244374,"Pedestrian road injuries by road vehicle","Non-fatal submersion"
.0620756,"Poisonings","Non-fatal submersion"
.5268638,"Fire, heat, and hot substances","Non-fatal submersion"
.2766492,"Interpersonal violence","Non-fatal submersion"
.3837865,"Venomous animal contact","Non-fatal submersion"
.5573538,"Exposure to mechanical forces","Non-fatal submersion"
.0573521,"Foreign body in other body part","Non-fatal submersion"
.7382203,"Animal contact","Non-fatal submersion"
.3544339,"Non-venomous animal contact","Non-fatal submersion"
.0448249,"Cyclist road injuries","Non-fatal submersion"
.0053463,"Other road injuries","Non-fatal submersion"
.0151484,"Unintentional firearm injuries","Non-fatal submersion"
.4342645,"Unintentional suffocation","Non-fatal submersion"
2.357405,"Interpersonal violence","Crush injury"
30.49174,"Pedestrian road injuries by road vehicle","Crush injury"
2.965899,"Non-venomous animal contact","Crush injury"
372.5693,"Other exposure to mechanical forces","Crush injury"
.0752104,"Pulmonary aspiration and foreign body in airway","Crush injury"
1.363782,"Foreign body in eyes","Crush injury"
.76129,"Unintentional suffocation","Crush injury"
1.022436,"Venomous animal contact","Crush injury"
27.43122,"Other transport injuries","Crush injury"
1.818781,"Foreign body in other body part","Crush injury"
.858933,"Assault by sharp object","Crush injury"
7.143341,"Cyclist road injuries","Crush injury"
3.988335,"Animal contact","Crush injury"
1.27604,"Assault by other means","Crush injury"
.9611502,"Drowning","Crush injury"
43.22761,"Falls","Crush injury"
5.438475,"Fire, heat, and hot substances","Crush injury"
92.71,"Road injuries","Crush injury"
13.19649,"Other unintentional injuries","Crush injury"
1.108672,"Self-harm","Crush injury"
.2224319,"Assault by firearm","Crush injury"
.9537875,"Other road injuries","Crush injury"
31.07053,"Motorcyclist road injuries","Crush injury"
1.036502,"Unintentional firearm injuries","Crush injury"
.070631,"Poisonings","Crush injury"
374.3672,"Exposure to mechanical forces","Crush injury"
23.0506,"Motor vehicle road injuries","Crush injury"
28.84345,"Motor vehicle road injuries","Injured nerves"
4.437091,"Foreign body in eyes","Injured nerves"
10.32909,"Assault by sharp object","Injured nerves"
19.99286,"Interpersonal violence","Injured nerves"
.8539491,"Other road injuries","Injured nerves"
19.53642,"Pedestrian road injuries by road vehicle","Injured nerves"
3.596263,"Venomous animal contact","Injured nerves"
12.98226,"Other transport injuries","Injured nerves"
10.41062,"Non-venomous animal contact","Injured nerves"
.5287001,"Unintentional suffocation","Injured nerves"
111.4216,"Falls","Injured nerves"
76.22849,"Road injuries","Injured nerves"
.2121859,"Poisonings","Injured nerves"
.564432,"Pulmonary aspiration and foreign body in airway","Injured nerves"
216.3246,"Exposure to mechanical forces","Injured nerves"
2.83069,"Assault by firearm","Injured nerves"
21.19648,"Motorcyclist road injuries","Injured nerves"
15.02275,"Unintentional firearm injuries","Injured nerves"
10.68173,"Fire, heat, and hot substances","Injured nerves"
14.00689,"Animal contact","Injured nerves"
14.17522,"Other unintentional injuries","Injured nerves"
200.7732,"Other exposure to mechanical forces","Injured nerves"
5.798186,"Cyclist road injuries","Injured nerves"
6.833075,"Assault by other means","Injured nerves"
5.278744,"Self-harm","Injured nerves"
4.970733,"Foreign body in other body part","Injured nerves"
11.85242,"Drowning","Injured nerves"
7.467475,"Other unintentional injuries","Injury to eyes (including foreign body eye)"
.4633433,"Assault by firearm","Injury to eyes (including foreign body eye)"
.8214025,"Other transport injuries","Injury to eyes (including foreign body eye)"
.826428,"Drowning","Injury to eyes (including foreign body eye)"
92.55276,"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)"
1.187638,"Venomous animal contact","Injury to eyes (including foreign body eye)"
14.45358,"Falls","Injury to eyes (including foreign body eye)"
8.448929,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)"
2.836163,"Assault by other means","Injury to eyes (including foreign body eye)"
.1756755,"Other road injuries","Injury to eyes (including foreign body eye)"
29.01251,"Foreign body in other body part","Injury to eyes (including foreign body eye)"
30.59653,"Non-venomous animal contact","Injury to eyes (including foreign body eye)"
.3218538,"Self-harm","Injury to eyes (including foreign body eye)"
4.745244,"Motor vehicle road injuries","Injury to eyes (including foreign body eye)"
1.526667,"Cyclist road injuries","Injury to eyes (including foreign body eye)"
1.877545,"Assault by sharp object","Injury to eyes (including foreign body eye)"
13.40275,"Road injuries","Injury to eyes (including foreign body eye)"
2.786865,"Motorcyclist road injuries","Injury to eyes (including foreign body eye)"
31.78417,"Animal contact","Injury to eyes (including foreign body eye)"
.1034881,"Poisonings","Injury to eyes (including foreign body eye)"
9.214752,"Foreign body in eyes","Injury to eyes (including foreign body eye)"
94.81105,"Exposure to mechanical forces","Injury to eyes (including foreign body eye)"
5.177051,"Interpersonal violence","Injury to eyes (including foreign body eye)"
2.258302,"Unintentional firearm injuries","Injury to eyes (including foreign body eye)"
4.168297,"Pedestrian road injuries by road vehicle","Injury to eyes (including foreign body eye)"
.1291955,"Pulmonary aspiration and foreign body in airway","Injury to eyes (including foreign body eye)"
6.623007,"Other road injuries","Open wound"
177.3575,"Pedestrian road injuries by road vehicle","Open wound"
.78123,"Poisonings","Open wound"
29.95095,"Assault by firearm","Open wound"
298.1936,"Motor vehicle road injuries","Open wound"
3896.988,"Other exposure to mechanical forces","Open wound"
88.42133,"Unintentional firearm injuries","Open wound"
1124.215,"Falls","Open wound"
3021.116,"Animal contact","Open wound"
385.8736,"Other unintentional injuries","Open wound"
200.2297,"Motorcyclist road injuries","Open wound"
142.9352,"Assault by other means","Open wound"
948.3016,"Road injuries","Open wound"
.7812129,"Pulmonary aspiration and foreign body in airway","Open wound"
2926.124,"Non-venomous animal contact","Open wound"
84.96417,"Other transport injuries","Open wound"
4019.179,"Exposure to mechanical forces","Open wound"
1.563273,"Foreign body in eyes","Open wound"
13.27267,"Drowning","Open wound"
22.68165,"Self-harm","Open wound"
96.27626,"Assault by sharp object","Open wound"
265.8977,"Cyclist road injuries","Open wound"
94.9925,"Venomous animal contact","Open wound"
269.1624,"Interpersonal violence","Open wound"
95.02744,"Fire, heat, and hot substances","Open wound"
132.4085,"Foreign body in other body part","Open wound"
33.77142,"Unintentional suffocation","Open wound"
48.5627,"Assault by other means","Poisoning"
54.1886,"Other exposure to mechanical forces","Poisoning"
.2777439,"Other road injuries","Poisoning"
33.89825,"Road injuries","Poisoning"
3.472806,"Assault by sharp object","Poisoning"
9.477984,"Motor vehicle road injuries","Poisoning"
2456.536,"Animal contact","Poisoning"
.8376337,"Foreign body in eyes","Poisoning"
281.956,"Fire, heat, and hot substances","Poisoning"
144.5625,"Self-harm","Poisoning"
1.87674,"Cyclist road injuries","Poisoning"
2292.489,"Venomous animal contact","Poisoning"
60.22698,"Interpersonal violence","Poisoning"
661.6935,"Poisonings","Poisoning"
69.48535,"Falls","Poisoning"
86.95265,"Foreign body in other body part","Poisoning"
37.20341,"Drowning","Poisoning"
18.61847,"Pedestrian road injuries by road vehicle","Poisoning"
13.19287,"Pulmonary aspiration and foreign body in airway","Poisoning"
13.717,"Unintentional firearm injuries","Poisoning"
8.191481,"Assault by firearm","Poisoning"
83.22149,"Other transport injuries","Poisoning"
3.647319,"Motorcyclist road injuries","Poisoning"
619.1786,"Other unintentional injuries","Poisoning"
164.0464,"Non-venomous animal contact","Poisoning"
82.66665,"Exposure to mechanical forces","Poisoning"
14.76104,"Unintentional suffocation","Poisoning"
2.004632,"Fire, heat, and hot substances","Severe chest Injury"
6.730018,"Motorcyclist road injuries","Severe chest Injury"
37.81481,"Road injuries","Severe chest Injury"
3.448489,"Cyclist road injuries","Severe chest Injury"
20.32662,"Exposure to mechanical forces","Severe chest Injury"
9.221256,"Other transport injuries","Severe chest Injury"
.5858479,"Other road injuries","Severe chest Injury"
.3038018,"Unintentional suffocation","Severe chest Injury"
.0725989,"Poisonings","Severe chest Injury"
4.426266,"Assault by sharp object","Severe chest Injury"
.7097868,"Self-harm","Severe chest Injury"
4.15432,"Unintentional firearm injuries","Severe chest Injury"
25.10353,"Falls","Severe chest Injury"
.6662938,"Drowning","Severe chest Injury"
1.181316,"Venomous animal contact","Severe chest Injury"
6.579452,"Pedestrian road injuries by road vehicle","Severe chest Injury"
20.47101,"Motor vehicle road injuries","Severe chest Injury"
7.715915,"Interpersonal violence","Severe chest Injury"
10.95277,"Other unintentional injuries","Severe chest Injury"
1.685698,"Assault by firearm","Severe chest Injury"
1.603952,"Assault by other means","Severe chest Injury"
2.673609,"Non-venomous animal contact","Severe chest Injury"
.0745653,"Foreign body in eyes","Severe chest Injury"
.5789281,"Foreign body in other body part","Severe chest Injury"
15.8685,"Other exposure to mechanical forces","Severe chest Injury"
.2466078,"Pulmonary aspiration and foreign body in airway","Severe chest Injury"
3.854925,"Animal contact","Severe chest Injury"
469.1103,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis"
22.62413,"Unintentional suffocation","Internal hemorrhage in abdomen or pelvis"
3.583517,"Other road injuries","Internal hemorrhage in abdomen or pelvis"
8.901347,"Drowning","Internal hemorrhage in abdomen or pelvis"
1274.39,"Exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis"
25.19588,"Assault by other means","Internal hemorrhage in abdomen or pelvis"
53.54559,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis"
4.353294,"Poisonings","Internal hemorrhage in abdomen or pelvis"
76.15479,"Non-venomous animal contact","Internal hemorrhage in abdomen or pelvis"
122.713,"Other transport injuries","Internal hemorrhage in abdomen or pelvis"
7.882878,"Self-harm","Internal hemorrhage in abdomen or pelvis"
177.7046,"Motor vehicle road injuries","Internal hemorrhage in abdomen or pelvis"
1.614595,"Pulmonary aspiration and foreign body in airway","Internal hemorrhage in abdomen or pelvis"
225.6787,"Other unintentional injuries","Internal hemorrhage in abdomen or pelvis"
25.59994,"Assault by firearm","Internal hemorrhage in abdomen or pelvis"
96.56535,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis"
67.18024,"Unintentional firearm injuries","Internal hemorrhage in abdomen or pelvis"
163.1516,"Animal contact","Internal hemorrhage in abdomen or pelvis"
1184.586,"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis"
104.3414,"Interpersonal violence","Internal hemorrhage in abdomen or pelvis"
179.1186,"Pedestrian road injuries by road vehicle","Internal hemorrhage in abdomen or pelvis"
30.57744,"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis"
16.78314,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis"
86.99677,"Venomous animal contact","Internal hemorrhage in abdomen or pelvis"
147.4965,"Motorcyclist road injuries","Internal hemorrhage in abdomen or pelvis"
538.4806,"Road injuries","Internal hemorrhage in abdomen or pelvis"
236.9102,"Falls","Internal hemorrhage in abdomen or pelvis"
6.351685,"Foreign body in other body part","Contusion"
4.458738,"Assault by sharp object","Contusion"
7.145977,"Unintentional firearm injuries","Contusion"
19.25756,"Cyclist road injuries","Contusion"
.2475422,"Foreign body in eyes","Contusion"
23.65072,"Assault by other means","Contusion"
142.9307,"Motor vehicle road injuries","Contusion"
28.51186,"Animal contact","Contusion"
10.87266,"Venomous animal contact","Contusion"
3.283971,"Drowning","Contusion"
6.635487,"Fire, heat, and hot substances","Contusion"
30.83317,"Interpersonal violence","Contusion"
.3452569,"Poisonings","Contusion"
1178.884,"Exposure to mechanical forces","Contusion"
88.12751,"Other unintentional injuries","Contusion"
151.5661,"Falls","Contusion"
62.77309,"Other transport injuries","Contusion"
.998113,"Self-harm","Contusion"
.0867389,"Pulmonary aspiration and foreign body in airway","Contusion"
18.1921,"Motorcyclist road injuries","Contusion"
2.59041,"Other road injuries","Contusion"
223.8433,"Road injuries","Contusion"
40.87256,"Pedestrian road injuries by road vehicle","Contusion"
2.723718,"Assault by firearm","Contusion"
2.988845,"Unintentional suffocation","Contusion"
17.6392,"Non-venomous animal contact","Contusion"
1168.75,"Other exposure to mechanical forces","Contusion"
.691508,"Unintentional firearm injuries","Environmental factors (e.g. temperature, pressure, electricity)"
.3426042,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)"
.2143056,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)"
.8146657,"Poisonings","Environmental factors (e.g. temperature, pressure, electricity)"
7.324529,"Exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)"
5.842724,"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)"
18.45438,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)"
.0898759,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)"
1.960576,"Non-venomous animal contact","Environmental factors (e.g. temperature, pressure, electricity)"
.0400875,"Other road injuries","Environmental factors (e.g. temperature, pressure, electricity)"
2.952138,"Pedestrian road injuries by road vehicle","Environmental factors (e.g. temperature, pressure, electricity)"
.3261524,"Pulmonary aspiration and foreign body in airway","Environmental factors (e.g. temperature, pressure, electricity)"
8.725586,"Road injuries","Environmental factors (e.g. temperature, pressure, electricity)"
2.967055,"Other transport injuries","Environmental factors (e.g. temperature, pressure, electricity)"
10.56877,"Other unintentional injuries","Environmental factors (e.g. temperature, pressure, electricity)"
1.986091,"Self-harm","Environmental factors (e.g. temperature, pressure, electricity)"
.5629333,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)"
1.764438,"Interpersonal violence","Environmental factors (e.g. temperature, pressure, electricity)"
.3473131,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)"
6.473292,"Animal contact","Environmental factors (e.g. temperature, pressure, electricity)"
43.87916,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)"
12.35167,"Falls","Environmental factors (e.g. temperature, pressure, electricity)"
.7902983,"Unintentional suffocation","Environmental factors (e.g. temperature, pressure, electricity)"
4.512714,"Venomous animal contact","Environmental factors (e.g. temperature, pressure, electricity)"
1.207528,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)"
2.505872,"Motor vehicle road injuries","Environmental factors (e.g. temperature, pressure, electricity)"
2.880176,"Motorcyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)"
142.1869,"Exposure to mechanical forces","Complications of medical treatment"
5.102571,"Assault by firearm","Complications of medical treatment"
56.72449,"Other unintentional injuries","Complications of medical treatment"
365.6786,"Falls","Complications of medical treatment"
124.7565,"Other exposure to mechanical forces","Complications of medical treatment"
1.206331,"Unintentional suffocation","Complications of medical treatment"
24.20875,"Non-venomous animal contact","Complications of medical treatment"
29.18816,"Motor vehicle road injuries","Complications of medical treatment"
15.55342,"Foreign body in other body part","Complications of medical treatment"
2.379815,"Other road injuries","Complications of medical treatment"
16.22403,"Unintentional firearm injuries","Complications of medical treatment"
15.59865,"Foreign body in eyes","Complications of medical treatment"
56.4357,"Motorcyclist road injuries","Complications of medical treatment"
5669.417,"Adverse effects of medical treatment","Complications of medical treatment"
37.73004,"Interpersonal violence","Complications of medical treatment"
145.2442,"Pedestrian road injuries by road vehicle","Complications of medical treatment"
5.669286,"Poisonings","Complications of medical treatment"
14.56805,"Self-harm","Complications of medical treatment"
247.2461,"Road injuries","Complications of medical treatment"
130.3477,"Fire, heat, and hot substances","Complications of medical treatment"
84.31851,"Animal contact","Complications of medical treatment"
5.589266,"Pulmonary aspiration and foreign body in airway","Complications of medical treatment"
13.99827,"Cyclist road injuries","Complications of medical treatment"
119.916,"Other transport injuries","Complications of medical treatment"
60.10975,"Venomous animal contact","Complications of medical treatment"
23.11789,"Assault by other means","Complications of medical treatment"
58.02978,"Drowning","Complications of medical treatment"
9.509592,"Assault by sharp object","Complications of medical treatment"
2044.084,"Falls","Multiple significant injuries"
13.72296,"Self-harm","Multiple significant injuries"
48.1561,"Other road injuries","Multiple significant injuries"
1108.493,"Motorcyclist road injuries","Multiple significant injuries"
178.788,"Interpersonal violence","Multiple significant injuries"
1793.583,"Motor vehicle road injuries","Multiple significant injuries"
107.6799,"Fire, heat, and hot substances","Multiple significant injuries"
.1263056,"Foreign body in eyes","Multiple significant injuries"
6.858204,"Pulmonary aspiration and foreign body in airway","Multiple significant injuries"
.0003472,"Unintentional suffocation","Multiple significant injuries"
231.136,"Cyclist road injuries","Multiple significant injuries"
8.819529,"Foreign body in other body part","Multiple significant injuries"
4835.052,"Road injuries","Multiple significant injuries"
2.420026,"Poisonings","Multiple significant injuries"
100.7961,"Venomous animal contact","Multiple significant injuries"
46.09393,"Drowning","Multiple significant injuries"
75.64577,"Other unintentional injuries","Multiple significant injuries"
45.46192,"Unintentional firearm injuries","Multiple significant injuries"
614.9944,"Other exposure to mechanical forces","Multiple significant injuries"
349.1649,"Other transport injuries","Multiple significant injuries"
319.4181,"Animal contact","Multiple significant injuries"
660.4566,"Exposure to mechanical forces","Multiple significant injuries"
1653.683,"Pedestrian road injuries by road vehicle","Multiple significant injuries"
27.24869,"Assault by sharp object","Multiple significant injuries"
131.1872,"Assault by other means","Multiple significant injuries"
218.6219,"Non-venomous animal contact","Multiple significant injuries"
20.35208,"Assault by firearm","Multiple significant injuries"
103.0315,"Other unintentional injuries","Burns with <20% total burned surface area"
2.176403,"Foreign body in other body part","Burns with <20% total burned surface area"
13.61581,"Pedestrian road injuries by road vehicle","Burns with <20% total burned surface area"
3.691317,"Unintentional firearm injuries","Burns with <20% total burned surface area"
1.698392,"Cyclist road injuries","Burns with <20% total burned surface area"
53.181,"Road injuries","Burns with <20% total burned surface area"
.5884381,"Pulmonary aspiration and foreign body in airway","Burns with <20% total burned surface area"
5.998425,"Poisonings","Burns with <20% total burned surface area"
2.473649,"Self-harm","Burns with <20% total burned surface area"
15.40518,"Motor vehicle road injuries","Burns with <20% total burned surface area"
147.6431,"Exposure to mechanical forces","Burns with <20% total burned surface area"
54.9543,"Other transport injuries","Burns with <20% total burned surface area"
20.00679,"Assault by other means","Burns with <20% total burned surface area"
1.25702,"Assault by sharp object","Burns with <20% total burned surface area"
7.623628,"Venomous animal contact","Burns with <20% total burned surface area"
41.28563,"Falls","Burns with <20% total burned surface area"
.2556686,"Foreign body in eyes","Burns with <20% total burned surface area"
143.7059,"Other exposure to mechanical forces","Burns with <20% total burned surface area"
4.000472,"Non-venomous animal contact","Burns with <20% total burned surface area"
4.335358,"Drowning","Burns with <20% total burned surface area"
11.6241,"Animal contact","Burns with <20% total burned surface area"
22.28663,"Motorcyclist road injuries","Burns with <20% total burned surface area"
21.85129,"Interpersonal violence","Burns with <20% total burned surface area"
.2459053,"Unintentional suffocation","Burns with <20% total burned surface area"
.5874817,"Assault by firearm","Burns with <20% total burned surface area"
.174995,"Other road injuries","Burns with <20% total burned surface area"
1019.741,"Fire, heat, and hot substances","Burns with <20% total burned surface area"
26.58315,"Motorcyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.9491562,"Pulmonary aspiration and foreign body in airway","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
18.80288,"Venomous animal contact","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
19.96463,"Interpersonal violence","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
11.45916,"Motor vehicle road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
14.82683,"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
96.5275,"Road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
43.043,"Pedestrian road injuries by road vehicle","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.6153575,"Other road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
40.92551,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
8.983449,"Other transport injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
102.7511,"Exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
7.136373,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
7.72393,"Self-harm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
79.53925,"Other unintentional injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
18.96531,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.4389198,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
2.603138,"Unintentional firearm injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
1733.77,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
3.380038,"Poisonings","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.6828188,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.316504,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
5.969144,"Non-venomous animal contact","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
.4632046,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
100.1479,"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
24.77202,"Animal contact","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands"
